ID,PT,tokens_est_instance,tokens_est_id
38093ins,Crie um slogan de marketing relacionado ao produto em questão.,17,3
38094ins,Crie um plano de aula para uma aula de ciências do ensino médio sobre plantas.,32,3
38095ins,Crie uma letra para uma música rap sobre sorvete.,20,3
38096ins,Liderar uma reunião de estratégia de negócios.,20,3
38097ins,Desenvolva uma conversa de chatbot para um chatbot de atendimento ao cliente.,25,3
38098ins,Crie um design para um banner de anúncio online.,14,3
38099ins,Crie uma estratégia de marketing para a área da saúde.,21,3
38100ins,Faça uma lista de materiais e procedimentos para um experimento.,19,3
38101ins,Crie uma história interessante usando as seguintes palavras.,22,3
38102ins,Cite 5 vantagens do armazenamento em nuvem.,18,3
38103ins,Compare e contraste dois algoritmos diferentes de mecanismos de busca.,23,3
38104ins,Crie uma lista de 10 adjetivos que descrevam Paris.,18,3
38105ins,"Escreva um poema usando a frase \""as estrelas\"".",18,3
38106ins,Cite cinco plantas que crescem em florestas tropicais.,20,3
38107ins,"Qual palavra tem o mesmo som que \""rugido\""?",15,3
38108ins,"Calcule o valor máximo destes números: 22, 18, 9, 12",23,3
38109ins,Crie um parágrafo de 5 frases sobre a importância da educação,23,3
38110ins,Que medidas você sugeriria para melhorar o SEO de um site?,19,3
38111ins,Altere a frase a seguir para usar a voz passiva:\n\nO relatório mostrou que o número de pessoas vivendo na pobreza aumentou.,50,3
38112ins,Sugira um serviço VPN que atenda aos requisitos:,19,3
38113ins,"Por favor, dê um exemplo de um escritor japonês do século XX",24,3
38114ins,Dê um exemplo de uma tendência de moda que foi popular na década de 1980,25,3
38115ins,O que posso fazer para me tornar um escritor mais eficiente?,21,3
38116ins,Como posso melhorar minha técnica de escrita persuasiva?,21,3
38117ins,Identifique o erro na frase a seguir:\n\nOs funcionários receberam um aumento,30,3
38118ins,Qual é a pronúncia correta da seguinte palavra:\n\nKafka,25,3
38119ins,Escolha um elemento aleatório de uma lista.,16,3
38120ins,Identifique os países da América do Norte.,15,3
38121ins,Limpe o texto de caracteres especiais,14,3
38122ins,Crie um aplicativo para gerenciar o material do curso de um aluno.,23,3
38123ins,Quais informações devem ser incluídas em um e-mail para um candidato em potencial?,31,3
38124ins,Quais técnicas parentais ajudam as crianças a desenvolver qualidades importantes?,28,3
38125ins,Complete a seguinte analogia: 'amando tão pacientemente quanto ____.',23,3
38126ins,"A cada dia, passamos mais tempo na frente do computador do que fora. Escreva um texto que capture essa ideia.",37,3
38127ins,Temos um conjunto de dados contendo códigos postais e nomes de condados dos EUA. Classifique cada registro com base nos dados fornecidos.,44,3
38128ins,Você está preparando um dashboard para um CEO. Escreva uma breve declaração que resuma o propósito do dashboard.,35,3
38129ins,"Temos um conjunto de dados de avaliações de clientes. Encontre o sentimento de cada avaliação e classifique cada registro como Positivo, Negativo ou Neutro.",56,3
38130ins,"Componha uma mini história em 2 a 3 frases usando as palavras \""janela\"" e \""nuvem\"".",32,3
38131ins,Temos alguns dados sobre diferentes cidades. Gere uma descrição para cada registro que tenha uma frase longa.,39,3
38132ins,Temos uma lista de palavras. Escolha 8 palavras e crie uma história com 2-3 frases.,33,3
38133ins,"Temos um conjunto de dados de produtos e avaliações. Com base nas avaliações fornecidas, classifique cada produto em uma escala de 1 a 5.",51,3
38134ins,"Crie uma nova receita usando as palavras \""morangos\"", \""iogurte\"" e \""hortelã\"".",33,3
38135ins,Você está projetando um livro infantil. Escreva uma frase que descreva o cenário da história.,35,3
38136ins,Imagine que você é um palestrante convidado dando uma palestra. Escreva uma introdução de 1 a 2 frases sobre você.,40,3
38148ins,Gerar uma palavra com significado oposto a 'tranquilo'.,19,3
38149ins,Gere uma lista de verificação para conseguir um emprego.,22,3
38150ins,Compare a diferença entre uma raposa e um lobo.,17,3
38151ins,Crie um enigma para um quebra-cabeça muito difícil.,21,3
38152ins,Gere uma analogia para “otimismo se relaciona com esperança da mesma forma que chover se relaciona com”,36,3
38153ins,Crie uma lista de bons hábitos de autocuidado.,19,3
38154ins,Crie uma maneira criativa de usar bananas maduras.,18,3
38155ins,Sugira o curso de ação apropriado no cenário dado.,22,3
38156ins,Escreva um e-mail ao gerente solicitando uma alteração no horário da reunião.,29,3
38157ins,Forme uma conclusão com base no conjunto de fatos fornecido.,20,3
38158ins,"Dado um substantivo, mude-o para o singular.",14,3
38159ins,Crie uma planilha de exemplo que exiba informações financeiras.,23,3
38160ins,Analise o poema a seguir e diga-me qual é o tema principal.,22,3
38161ins,"Dada a seguinte afirmação, classifique-a como verdadeira ou falsa.",29,3
38162ins,"Dadas as informações a seguir, determine o nível de poluição da cidade.",29,3
38163ins,"Dado o seguinte conjunto de números, multiplique-os por dois.",24,3
38164ins,Reescreva a frase a seguir de modo que ela seja gramatical e semanticamente mais forte.,30,3
38165ins,Crie um protótipo de design para um botão.,14,3
38166ins,Identifique o propósito desta declaração.,15,3
38167ins,Pense em uma maneira criativa de envolver o público em uma apresentação.,31,3
38168ins,Gere uma afirmação plausível comparando dois vegetais.,19,3
38169ins,"Gere uma senha com mais de 8 caracteres que inclua uma letra maiúscula, uma letra minúscula, um símbolo e um número.",49,3
38170ins,Crie uma frase que use cada palavra desta lista.,18,3
38171ins,Grave uma rima com essas duas palavras.,15,3
38172ins,Pense em uma pergunta que possa gerar um debate.,16,3
38173ins,Liste todos os números primos de 15 a 25.,16,3
38309ins,Cite três esportes populares na América do Norte.,18,3
38310ins,Explique por que os representantes de atendimento ao cliente precisam manter a calma e a compostura durante uma conversa.,35,3
38311ins,Construa um sistema de equações para resolver o seguinte problema.,25,3
38312ins,Elabore um plano para otimizar o site da empresa.,18,3
38313ins,Desenvolver um algoritmo para identificar transações fraudulentas.,22,3
38314ins,Crie uma lista com cinco ideias de lanches saudáveis e deliciosos.,25,3
38315ins,Crie um algoritmo que classifique um determinado texto em uma das cinco categorias.,27,3
38316ins,Reescreva a frase a seguir para enfatizar a emoção transmitida nela.,26,3
38317ins,Crie uma lista de tópicos para discutir em uma reunião sobre planos de negócios para o próximo ano.,39,3
38318ins,Desenvolva uma identidade de marca forte para uma nova startup de tecnologia.,26,3
38319ins,Crie um conjunto de perguntas para fazer em uma entrevista para uma função de programador.,30,3
38320ins,Analise a prática filantrópica da seguinte empresa e liste seus quatro objetivos principais.,36,3
38321ins,Sugira cinco melhorias para o seguinte site.,17,3
38322ins,Crie um aplicativo móvel que forneça aos pais recursos e dicas para ajudar seus filhos a ter sucesso na escola.,43,3
38323ins,Modifique a receita a seguir para torná-la mais saudável.,22,3
38324ins,Descreva os cinco elementos essenciais necessários para criar uma estratégia de vendas eficaz.,35,3
38325ins,Explique as mudanças recentes nas políticas bancárias indianas.,23,3
38326ins,Resuma como a internet das coisas (IoT) está mudando o mundo moderno.,26,3
38327ins,Mude o tempo desta frase para o futuro.,13,3
38328ins,"Usando uma metáfora, descreva o clima econômico atual nos EUA.",26,3
38329ins,Escreva 10 linhas sobre a importância da tecnologia no século XXI.,26,3
38330ins,Gere uma lista de 5 expressões idiomáticas sobre felicidade.,24,3
38331ins,Descreva o processo criativo usando símiles.,17,3
38332ins,Determine como esta frase de exemplo ilustra a estrutura paralela.,24,3
38333ins,"Categorize a frase a seguir como feliz, triste ou neutra.",22,3
38334ins,Forneça o preço de um ingresso normal de adulto para um filme 3D na AMC em São Francisco.,28,3
38335ins,"Crie um trocadilho engraçado com a palavra \""peru\"". ",23,3
38336ins,Descreva o que um antivírus faz.,12,3
38337ins,Pense em uma maneira criativa de usar uma casca de banana.,22,3
38338ins,Explique por que é importante que usuários de computador não baixem software pirata.,25,3
38339ins,Gere uma nova ideia para um produto com base nas seguintes informações.,26,3
38340ins,"Crie um cenário envolvendo quatro pessoas, Bob, Jack, Sarah e Angela, e explique por que eles não estão se falando.",41,3
38341ins,Crie uma atividade para ajudar uma criança de 8 anos a aprender geografia.,28,3
38342ins,Que atividades se pode fazer num fim de semana?,16,3
38343ins,"Crie um trocadilho com a palavra \""flor\"".",18,3
38344ins,Sugira 3 palavras relacionadas à sala de aula.,17,3
38345ins,Pense em 5 ideias para um jantar romântico.,16,3
38346ins,Crie um cronograma para mostrar o processo de assar um bolo.,20,3
38347ins,Componha uma descrição de três frases sobre a topografia de uma colina.,28,3
38348ins,Quais recursos um aplicativo deve ter para torná-lo fácil de usar?,26,3
38349ins,Qual é o principal desafio de usar aprendizado profundo para processamento de linguagem natural?,26,3
38350ins,"De acordo com o documento, qual indústria investirá mais em IA nos próximos 5 anos?",31,3
38351ins,"Com as informações fornecidas, indique se esta afirmação é verdadeira ou falsa:",32,3
38352ins,Quais são alguns dos desafios do uso de aprendizado de máquina para detecção de fraudes?,32,3
38353ins,Renomeie a seguinte pasta:,10,3
38354ins,Crie um roteiro de narração no estilo de um anúncio de viagem.,25,3
38355ins,Classificando os seguintes itens de acordo com sua popularidade.,21,3
38356ins,Liste os seis países com maior população da Europa.,18,3
38357ins,Reescreva este parágrafo com linguagem clara e precisa.,19,3
38358ins,"Crie um programa para jogar Pedra, Papel e Tesoura",17,3
38359ins,Converta essa altura em polegadas.,12,3
38360ins,Crie um aplicativo para uma experiência de compra on-line.,23,3
38361ins,Qual é o melhor momento para investir em títulos?,17,3
38372ins,Identifique uma tática de marketing para uma campanha com pouco dinheiro.,25,3
38373ins,Analise a citação a seguir para entender os sentimentos do orador.,22,3
38374ins,Descreva um processo de desenvolvimento de software com quatro etapas.,22,3
38375ins,Qual é um exemplo de estoque de bens de consumo de curto prazo?,22,3
38376ins,Compare os níveis de dificuldade entre os modelos SDLC.,19,3
38377ins,Faça um brainstorming de cinco possíveis aplicações para a tecnologia blockchain.,28,3
38378ins,"Calcule a área de um retângulo cujo comprimento e largura são 4 cm e 6 cm, respectivamente.",33,3
38379ins,Descreva um traço de caráter de um líder.,17,3
38380ins,Crie um uso criativo para uma caixa de lenços vazia.,23,3
38381ins,Dê um exemplo de uma empresa que coloca o cliente em primeiro lugar.,23,3
38382ins,Desenvolva um esboço para uma apresentação de 15 minutos sobre mídias sociais.,32,3
38383ins,"Reformule esta frase: \""Os cães podem ser companheiros leais.\""",23,3
38384ins,"Crie um novo slogan para a empresa \""Apple\"".",15,3
38385ins,Liste 5 lanches saudáveis para a escola.,15,3
38386ins,Cite duas maneiras de reduzir o desperdício de papel.,22,3
38387ins,Identifique uma mensagem positiva no artigo a seguir.,19,3
38388ins,"Combinando as 2 passagens, crie uma nova história",18,3
38389ins,Identifique um tópico de notícias relacionado à declaração fornecida,24,3
38390ins,Reescreva o exemplo a seguir em uma forma imperativa,19,3
38391ins,Compare e contraste os 2 esportes,9,3
38392ins,Liste 3 feitos da engenharia da computação,16,3
38393ins,Formule uma equação para representar a taxa de variação,19,3
38394ins,"Dadas algumas referências, identifique o país",18,3
38395ins,Brainstorm de 3 maneiras pelas quais uma ponte pode ser reforçada,23,3
38396ins,"Descreva o que um \""bom\"" assistente digital deve ser capaz de fazer.",22,3
38397ins,Crie uma definição geral de Inteligência Artificial (IA).,20,3
38398ins,Cite um exemplo bem conhecido de IA.,14,3
38399ins,Sugira um título adequado para uma postagem de blog sobre as aplicações da IA nos negócios modernos.,38,3
38400ins,Descreva como a IA pode ajudar a melhorar a experiência de atendimento ao cliente.,32,3
38401ins,"Reescreva a frase abaixo com uma formulação menos complexa:\n\nA implementação da IA implica a utilização de algoritmos sofisticados, que por sua vez são capazes de aprender de forma independente.",68,3
38402ins,Gere um título para o artigo fornecido:\n\nArtigo: Países em desenvolvimento estão lutando para implementar programas de alfabetização em IA em seus currículos educacionais.,62,3
38403ins,Classifique a afirmação abaixo como Verdadeiro ou Falso:\n\nA IA já foi usada para diagnosticar doenças como câncer.,48,3
38404ins,Mude a frase abaixo para torná-la mais positiva:\n\nO desenvolvimento de IA é difícil e demorado.,41,3
38405ins,"Reescreva a seguinte frase para torná-la mais concisa:\n\nAprendendo com dados, a IA permite que máquinas e computadores entendam e processem informações como humanos.",63,3
38406ins,Comente sobre o impacto da IA no setor de saúde.,17,3
38407ins,Descreva uma aplicação potencial da IA ao entretenimento.,23,3
38408ins,Sugira um sistema baseado em IA que possa ser usado em marketing.,20,3
38409ins,"Organize os acordes a seguir em ordem da frequência mais baixa para a mais alta: A, G, C, E.",37,3
38410ins,Explique com suas próprias palavras por que o desenvolvimento da linguagem é tão importante na comunicação.,37,3
38411ins,Classifique a experiência do usuário de um site de 1 (mais baixo) a 5 (mais alto).,34,3
38412ins,Cite duas aplicações de funções trigonométricas na vida real.,27,3
38413ins,Crie uma analogia para explicar a relação de causa e efeito entre o aquecimento global e a destruição do meio ambiente.,43,3
38414ins,"Faça um brainstorming de 5 palavras associadas ao tema específico \""aprendizagem\"".",29,3
38415ins,Crie uma metáfora criativa que descreva a condição da vida de alguém.,30,3
38416ins,Crie um parágrafo detalhado descrevendo as características físicas de um tabuleiro de xadrez.,34,3
38781ins,Cite uma desvantagem de se tornar um freelancer,15,3
39007ins,Identifique todos os adjetivos nesta frase,14,3
39032ins,"Analise o artigo \""A Revolução das Mídias Sociais\"".",24,3
39033ins,Crie um PowerPoint sobre a Europa com 5 a 7 slides.,14,3
39034ins,Descreva uma postagem de blog sobre um tópico relacionado à IA.,23,3
39035ins,"Escreva uma avaliação para o restaurante \""Mom's Kitchen\"".",19,3
39036ins,Explique como a sociologia está relacionada à antropologia.,20,3
39037ins,Qual é o maior fator de risco para o desenvolvimento de doença arterial coronária?,28,3
39038ins,Qual é um dos benefícios da tecnologia de realidade aumentada?,21,3
39039ins,Divida o número a seguir em duas partes cuja diferença seja 7.,27,3
39040ins,Conte-nos uma piada,8,3
39041ins,O que é uma metáfora para um sonho?,14,3
39042ins,Quem ganhou o Prêmio Nobel de Economia em 2019?,17,4
39043ins,Edite a frase fornecida para que ela expresse claramente uma opinião sobre o tópico em questão.,34,3
39044ins,Classifique que tipo de composição é apresentada no texto fornecido.,22,3
39045ins,Escolha a opção correta entre as opções fornecidas que melhor se encaixa na frase.,33,3
39046ins,Troque a posição dos verbos na frase dada.,16,3
39047ins,"Por favor, sugira uma lista de dicas úteis relacionadas ao desenvolvimento de carreira.",34,3
39048ins,"Por favor, sugira algumas estratégias para acabar com maus hábitos.",28,3
39049ins,Qual é a diferença entre motivação intrínseca e extrínseca?,23,3
39050ins,Qual é a diferença entre exploração aberta e exploração orientada a objetivos?,29,3
39051ins,Explique o conceito de 6 graus de separação.,15,4
39052ins,Sugira cinco atividades divertidas para uma sessão virtual de integração da equipe.,27,3
39053ins,Crie uma lista de pelo menos 5 coisas que um museu deve exibir.,25,4
39054ins,Organize as palavras abaixo em uma ordem significativa,18,4
39055ins,Escreva um breve diálogo entre duas pessoas sobre seus planos de viagem.,29,3
39056ins,Identifique pelo menos 3 personagens do livro A Revolução dos Bichos.,25,4
39057ins,Escreva um código que calcule o volume de uma esfera.,20,3
39058ins,"Dada uma frase, remova todas as palavras desnecessárias sem alterar o significado da frase.",31,4
39059ins,"Dada uma passagem, extraia o tópico principal da passagem.",21,3
39060ins,Forneça uma breve descrição da Grande Muralha da China,18,3
39061ins,"Resuma o artigo \""Um exame de sistemas de recomendação baseados em IA\""",25,4
39062ins,Quais vantagens a inteligência artificial tem que os humanos não têm?,24,4
39063ins,"Você precisa responder se esta manchete é sobre esportes ou não.\n\n\""Recordista se destaca na maratona\""",39,4
39064ins,"Você precisa responder se esta frase é verdadeira ou falsa.\n\n\""Árvores fornecem uma fonte natural de oxigênio.\""",49,3
39065ins,Gere uma lista de 10 plantas que são fáceis de cuidar,21,3
39066ins,Transcreva a seguinte frase para mim.,13,3
39067ins,Crie uma cantada.,7,3
39068ins,Calcular 3 + 4,5,3
39069ins,Crie uma história sobre um mundo que nunca experimenta a escuridão.,23,4
39070ins,Dê exemplos de duas situações em que seria apropriado abortar uma missão.,28,3
39071ins,Crie um parágrafo com pelo menos seis frases sobre o tópico fornecido.,27,4
39072ins,Troque as posições das palavras fornecidas.,18,4
39073ins,"Reorganize esta frase para torná-la gramatical: pague mais, tenha menos tempo",25,4
39074ins,Mostre-me a bandeira correspondente à Irlanda,14,4
39075ins,Classifique esta afirmação: Vou terminar este projeto amanhã,23,3
39076ins,Reescreva esta frase usando a grafia correta: Este queijo é realmente saboroso,30,4
39077ins,Explique-me a primeira emenda,9,4
39078ins,Resuma o artigo fornecido em 5 frases que incluam os pontos principais.,22,4
39079ins,Escreva uma consulta que possa ser usada para encontrar dados sobre um tópico específico.,32,4
39080ins,Altere a frase a seguir para que fique gramaticalmente correta.,21,3
39081ins,"A partir do texto fornecido, crie uma lista de palavras-chave com pelo menos cinco palavras",34,4
39082ins,Analise a seguinte avaliação de terceiros sobre um produto e classifique-a como positiva ou não,36,4
39083ins,Crie três questões de múltipla escolha com base na seguinte passagem,28,3
39084ins,Resuma a rivalidade entre os dois personagens em uma frase.,20,4
39085ins,"Da frase a seguir, extraia o advérbio.",16,4
39086ins,Crie 3 perguntas relacionadas ao artigo.,15,4
39087ins,Altere a frase para demonstrar um contraste do verbo.,15,4
39088ins,"Escreva uma frase usando apenas duas das seguintes palavras: doar, admirador, sino.",34,3
39089ins,Escreva um tweet sobre seu esporte favorito.,15,3
39090ins,Descreva o que acontece no cenário a seguir em duas frases.,23,3
39091ins,Escreva um e-mail para seu professor perguntando sobre uma aula perdida.,25,4
39092ins,Substitua a máscara por um verbo adequado no presente contínuo que possa substituir a frase.,31,4
39093ins,Selecione um prompt da lista a seguir e forneça uma entrada apropriada.,26,4
39094ins,Derive uma expressão matemática que calcule a área do triângulo.,24,4
39095ins,Crie uma pergunta que corresponda à seguinte resposta.,18,4
39096ins,Crie um experimento para medir a eficácia de um anúncio.,21,4
39097ins,Extraia os nomes dos personagens e seus livros associados do texto e organize-os em uma tabela.,29,4
39098ins,Gere uma senha exclusiva para o usuário.,15,4
39099ins,"Dada uma frase, reorganize-a para criar uma frase diferente com o mesmo significado.",30,3
39100ins,Escreva uma primeira frase para um conto.,14,3
39101ins,"Reescreva a frase usando um adjetivo, um advérbio e um verbo",23,3
39102ins,Reestruture esta frase para que ela atenda aos requisitos da gramática inglesa correta,31,3
39103ins,Quais dois bens são complementares,10,3
39104ins,Como você resolveria o crime de roubo?,13,3
39105ins,Liste cinco dicas para melhorar sua dieta.,16,3
39106ins,Crie um logotipo de camiseta para o time esportivo de uma escola.,23,3
39107ins,"Imagine que você é um super-herói, qual é o seu poder especial?",23,3
39108ins,Liste cinco etapas para ter sucesso em um curso online.,19,3
39109ins,Descreva em uma frase uma experiência inesquecível que você teve.,27,3
39110ins,Crie um buquê de flores para um casamento.,15,3
39111ins,Determine a soma dos dois números: 9 e 4.,18,3
39112ins,Liste cinco estratégias para melhorar a segurança no local de trabalho.,26,3
39340ins,Preveja o resultado com base nos dados fornecidos.,16,3
39734ins,"Identifique a classe gramatical da palavra sublinhada na seguinte frase: \""O webinar deveria ter terminado mais cedo do que terminou\"".",44,3
40091ins,Sugira uma ideia de refeição saudável,16,3
40092ins,Reserve 2 minutos para uma prática de atenção plena,20,3
40093ins,Converta a seguinte frase em uma frase completa usando a voz ativa:\nA flor foi regada por Mary,35,3
40094ins,Identifique a resposta correta entre as opções abaixo.,22,3
40095ins,"Como a frase \""Localização, localização, localização\"" se relaciona com o mercado imobiliário?",35,3
40096ins,Converta o número negativo em um número positivo.,20,3
40097ins,"Como a palavra \""antropomorfismo\"" é usada?",17,3
40109ins,Considere a lista a seguir: qual é o item que ocupa a terceira posição da lista?,31,3
40110ins,Insira a solução matemática para a equação fornecida.,22,3
40111ins,"Crie um poema original usando as palavras: determinação, criatividade e alegria.",28,3
40112ins,Descreva os principais benefícios de tomar café da manhã.,19,3
40113ins,Crie uma lista de 5 fatos interessantes sobre a Grande Muralha da China.,24,3
40114ins,"Gere um palíndromo a partir das seguintes palavras: maçã, árvore, azul",33,3
40115ins,A computação quântica é o futuro da computação?,19,3
40116ins,Explique como os campos magnéticos podem ser usados para gerar energia.,22,3
40117ins,"Combine o conteúdo dessas duas listas sem repetir elementos: [\""cachorro\"", \""gato\"", \""pássaro\""] e [\""hamster\"", \""coelho\"", \""cavalo\""]",55,3
40118ins,Como as mídias sociais afetam a saúde mental das crianças?,25,3
40119ins,Escreva uma redação persuasiva discutindo os méritos de uma dieta baseada em vegetais.,32,3
40120ins,Explique como esse evento é pessoalmente relevante para você.,21,3
40121ins,Explique por que a democracia é mais adequada para governar um país do que uma ditadura.,27,3
40122ins,Edite o texto e reestruture as frases para tornar o fluxo mais suave.,24,3
40123ins,Crie uma história sobre como você descobriu sua paixão.,23,3
40124ins,Analise como as tendências de consumo mudaram na última década.,25,3
40125ins,Recomendar um livro com base na palavra-chave fornecida.,19,3
40126ins,Descreva como o racismo pode afetar o bem-estar de uma pessoa.,26,3
40127ins,Compartilhe uma história real sobre um exemplo de resiliência.,22,3
40128ins,Em que ano foi inventado o primeiro mouse de computador?,16,3
40129ins,Cite o nome de um país que faz fronteira com o Mar Mediterrâneo.,25,3
40130ins,Cite uma inovação da Revolução Industrial,15,3
40131ins,Como você priorizaria perguntas em uma lista de perguntas frequentes (FAQ)?,26,3
40132ins,"Dado o texto \""A maior lua do nosso sistema solar\"", reorganize as frases para criar uma frase mais fluida.",37,3
40133ins,"Pegue a frase \""O escritório está fechado\"" e crie um tweet apresentando-a de forma humorística.",36,3
40134ins,Explique o conceito de hash cuco.,10,3
40135ins,"Edite a seguinte frase: \""Na astronomia, a lua é conhecida como um satélite natural.\""",33,3
40136ins,Crie um tom de voz para a marca de uma empresa.,18,3
40137ins,Crie um script PHP para detectar se uma string contém um número.,21,3
40138ins,Explique o que é aprendizado de máquina em palavras simples.,21,3
40139ins,"Reescreva a seguinte frase para evitar usar a palavra \""feliz\"":\n\""Paul ficou contente quando encontrou a chave.\""",44,3
40140ins,Crie uma história sobre um robô que aprende a amar os humanos.,23,3
40141ins,Dê quatro exemplos de como a tecnologia pode ajudar a melhorar a assistência médica.,33,3
40142ins,Explique uma estratégia para projetar um aplicativo web.,21,3
40143ins,Quais países têm um PIB per capita maior que a média da UE?,24,3
40144ins,Liste quatro métodos para reduzir o congestionamento do trânsito.,22,3
40145ins,Suponha que você tenha um conjunto de dados com 30 atributos. Selecione o método de seleção de recursos que você usará para selecionar o melhor subconjunto de atributos.,62,3
40146ins,Quais são os tipos de algoritmos de aprendizado supervisionado?,20,3
40147ins,Determine se a afirmação dada é um uso correto da gramática.,25,3
40148ins,"Dados os trechos de código, explique por que a função não funciona corretamente.",29,3
40149ins,Crie um padrão de design que ajude a detectar e melhorar o desempenho de um algoritmo.,31,3
40150ins,"Dada uma lista de itens, determine qual item não está relacionado aos outros.",25,3
40151ins,"Dê um exemplo de uma frase ativa usando o verbo \""give\"".",21,3
40152ins,Reescreva a frase de modo que o sentimento negativo seja revertido.,22,3
40153ins,"Crie um poema haicai com três versos contendo 5, 7 e 5 sílabas, respectivamente.",31,3
40154ins,Gere um termo científico com base nas seguintes palavras fornecidas.,24,3
40155ins,Que horas são no fuso horário UTC?,14,3
40156ins,Dê o nome de cinco tipos diferentes de flores.,19,3
40157ins,Digite o código necessário para criar uma variável inteira em Python.,25,3
40158ins,Compare e contraste a escuta ativa e a escuta regular.,15,3
40159ins,Descreva que tipo de visualizações podem ser produzidas a partir de dados de vendas.,29,3
40160ins,Escreva uma frase usada para descrever alguém que é inovador.,23,3
40161ins,Explique o papel importante dos bancos de dados para as empresas.,20,3
40162ins,Escreva uma consulta SQL básica para calcular o número total de pedidos em um conjunto de dados.,33,3
40163ins,"Crie uma história de fantasia incluindo os seguintes personagens: um cavaleiro, um dragão e um feiticeiro.",38,3
40164ins,"Construa uma função para classificar palavras em substantivos, verbos e adjetivos.",28,3
40165ins,Crie uma receita de coquetel usando suco de laranja e vodca como os dois ingredientes principais.,32,3
40166ins,Descreva os quatro estágios do ciclo de vida do cliente.,21,3
40167ins,Cite uma tecnologia usada para detectar e-mails de phishing.,20,3
40168ins,Identifique a pontuação correta para a seguinte frase: “Eu disse ao meu amigo que encontrei a resposta,39,3
40169ins,"Traduza a seguinte frase do espanhol para o inglês: \""Su madre está muy orgullosa.\""",35,3
40170ins,Sugira 5 itens para uma lancheira saudável para uma criança de 9 anos.,27,3
40171ins,Explique como um agricultor pode conservar água.,17,3
40172ins,Como o exercício beneficia a saúde de uma pessoa?,20,3
40173ins,"Classifique esses cães como toy, pequeno, médio e grande.",24,3
40174ins,Qual é o melhor exercício para construir massa muscular?,17,3
40175ins,Sugira uma lista de leitura para crianças de 8 anos.,21,3
40176ins,Compare e contraste o crescimento linear e exponencial.,16,3
40177ins,"Reescreva esta frase para torná-la mais concisa: \""O programa foi disponibilizado ao público em 2021\""",40,3
40178ins,Como uma pessoa pode reduzir sua pegada de carbono?,20,3
40179ins,Resuma este artigo sobre o mercado de ações.,17,3
40180ins,Qual foi a principal causa da quebra do mercado de ações em 2008?,22,3
40181ins,"Gere uma frase usando as seguintes palavras: tristeza, rebelião, parque",27,3
40182ins,"Encontre a fonte da seguinte afirmação: \""O mundo é um lugar pequeno\"".",30,3
40183ins,Separe esta frase em duas.,10,3
40184ins,Reescreva a frase a seguir para adicionar um advérbio:,21,3
40306ins,Reescreva a frase para demonstrar um tom de surpresa.,17,3
40307ins,Crie uma história focada em um protagonista e seu objetivo.,21,3
40308ins,"Dada uma lista de armas e um personagem, gere uma história com o personagem usando uma das armas da lista.",39,3
40309ins,Escreva uma introdução de redação explicando como a pandemia do coronavírus impactou a educação.,34,3
40310ins,"Dadas duas equações, escreva uma sequência de etapas para resolvê-las.",32,3
40311ins,Crie um diálogo demonstrando como um vendedor pediria para um cliente sair da loja.,28,3
40312ins,"Dado um termo de pesquisa, encontre um breve resumo sobre o assunto.",25,3
40313ins,"Dada uma frase e uma nova frase, gere uma frase que tenha o mesmo significado da nova frase fornecida.",37,3
40314ins,"Dada uma condição genética, escreva um parágrafo explicando sua descrição e possíveis sintomas.",38,3
40321ins,Categorize cada tipo de animal com base em suas características físicas.,24,3
40322ins,Crie uma história original sobre um personagem que encontra uma porta vermelha que não se sabe o que esconde.,36,3
40323ins,Liste cinco coisas que você deve considerar antes de começar um negócio.,27,3
40324ins,Crie uma pintura de um pôr do sol usando uma paleta de cores específica.,27,3
40325ins,Cite três elementos químicos encontrados na água.,21,3
40326ins,"Com os seguintes ingredientes, crie um prato saboroso.",18,3
40327ins,Insira o nome de um personagem fictício no texto a seguir.,22,3
40328ins,"Adivinhe a palavra que falta na frase, dado o contexto.",22,3
40329ins,Crie um jogo de tabuleiro sobre desastres naturais que possa ser jogado por até 5 jogadores.,31,3
40330ins,Crie uma classificação dos tipos de artigos que apareceriam em um site de notícias.,30,3
40331ins,"Crie um poema sobre amizade usando as palavras \""sorrisos\"" e \""inspiração\"".",31,3
40332ins,"Considerando o contexto e as palavras-chave, crie uma piada que cause humor e não seja ofensiva.",32,3
40333ins,Apresente os seguintes fatos de forma clara e organizada em um parágrafo.,26,3
40334ins,"Crie um provérbio ou ditado cultural que reflita a ideia de \""uma pequena decisão pode mudar sua vida\"".",39,3
40335ins,"Crie uma conversa em linguagem natural, como um jornalista entrevistando um especialista sobre o tema inteligência artificial.",40,3
40336ins,"Dado o título, escreva um pequeno parágrafo resumindo o conteúdo de um artigo acadêmico.",37,3
40337ins,Encontre os rios mais longos da Índia,15,3
40338ins,Quais são as estratégias para usar o marketing digital de forma eficaz?,24,3
40339ins,Sugira algumas dicas para trabalhar em casa.,17,3
40340ins,Descreva o treino ideal ao ar livre,12,3
40341ins,Crie um menu para uma festa temática caribenha,17,3
40342ins,Consulte a entrada. Reescreva-a em um formato mais conciso,21,3
40343ins,"Por favor, explique o conceito de comércio internacional",17,3
40344ins,Descreva um prato tradicional italiano,12,3
40345ins,Crie uma lista de 5 pontos-chave do artigo fornecido.,20,3
40346ins,Descreva uma maneira de reduzir o aquecimento global.,19,3
