ID,PT
37959ins,"Por favor, analise a seguinte citação: \""A verdadeira riqueza de uma pessoa é o bem que ela faz no mundo\""."
37975ins,"Edite a seguinte frase: \""Quero visitar a Europa nas minhas férias\""."
37977ins,"Edite a seguinte frase: \""Os patos faziam muito barulho.\"""
38005ins,"Crie uma definição de \""um campo da inteligência artificial\""."
38007ins,"Escreva um poema acróstico contendo a palavra \""web\""."
38010ins,"Complete esta afirmação: \""A inteligência artificial é uma...\"""
38021ins,"Explique a origem de \""uma expressão idiomática\""."
38022ins,"Escreva a forma comparativa de \""bom\""."
38179ins,"Gere duas palavras diferentes que rimam para \""brisa\""."
38182ins,"Crie uma frase que use as palavras \""desolado\"" e \""nebuloso\""."
38183ins,"Escolha \""verdadeiro\"" ou \""falso\"""
38184ins,"Qual é a quarta letra da palavra \""irritante\""?"
38209ins,"Resuma os pontos principais do artigo \""O Futuro da Inteligência Artificial\""\nhttps://www.britannica-ai.com/future-of-ai/"
38224ins,"Categorize as naves em \""Star Trek\"" por tipo."
38225ins,"Reescreva a frase a seguir para torná-la mais concisa.\n\""O gato pulou na mesa e então começou a esfregar-se no abajur.\"""
38227ins,"Explique o conceito de \""conhecimento incompleto ou impreciso\"""
38231ins,"Reescreva a frase a seguir para evitar o clichê \""é óbvio\""."
38264ins,"Resuma a letra da música \""My Way\"" de Frank Sinatra."
38269ins,"Crie uma analogia para a frase: \""Assim como uma estante armazena livros, uma nuvem armazena dados de um computador.\"""
38276ins,"Cite uma palavra que rima com \""barco\"""
38280ins,"Categorize a seguinte frase como pertencente a qual parte do discurso: \""muito\"""
38281ins,"Crie um enigma usando as seguintes palavras: \""coelho\"", \""lebre\"", \""floresta\"""
39020ins,"Qual é o plural possessivo de \""cachorro\""?"
39022ins,"Traduza de volta a seguinte frase: \""O gato dormiu na cadeira\"""
39023ins,"Parafraseando a frase: \""O café estava em uma temperatura alta\"""
39026ins,"Explique a seguinte frase: \""Você só vive uma vez\"""
39028ins,"Traduza a seguinte frase para o francês: \""Eu sou um estudante.\"""
39114ins,"Classifique a seguinte frase como sentimento positivo ou negativo: \n\""O produto não era bom o suficiente.\"""
39147ins,Descreva as diferenças entre os termos “amizade mútua” e “respeito mútuo”.
39153ins,"Categorize a seguinte afirmação de acordo com seu tipo (moral, legal, universal, etc.): \""Todos devem tratar uns aos outros com respeito.\"""
39171ins,"Gere uma história sobre o tema \""Uma jornada estranha\"""
39203ins,"Resuma os pontos mais importantes do artigo \""Os benefícios de morar no exterior\""."
39204ins,Diga-me o significado da frase “as pessoas ou coisas mais excepcionais em um grupo”
39205ins,Diga-me um sinônimo para a palavra “estridente”
39222ins,Reformule esta frase com suas próprias palavras.\n\nEles querem usar o plano o mais rápido possível.
39223ins,"Classifique esta frase como \""pergunta\"", \""declaração\"" ou \""comando\"".\n\nQual é a capital da França?"
39928ins,"Traduza esta frase para o inglês: \""La vida es corta.\"""
40693ins,"Gere três adjetivos descritivos que significam \""honesto\""."
40723ins,"Escreva uma frase incluindo a palavra \""enigmático\""."
40725ins,"Dada a frase de entrada: \""Estou me sentindo muito ansioso\"", escreva uma resposta de apoio."
40728ins,"Identifique o tempo verbal da frase: \""Ele quebrou a janela\""."
40730ins,"Reescreva a frase: \""Estou muito feliz de sair de férias\"""
40731ins,"Analise a sintaxe da frase e identifique o tipo de cláusula: \""Ela sempre sonhou em viajar para o Japão\""."
40734ins,"Edite a frase para torná-la mais concisa: \""A galeria era incrivelmente linda e tinha obras de arte do mundo todo\"""
40735ins,"Dada a frase de entrada: \""Você poderia fornecer alguns exemplos de usos de IA?\"", escreva um resumo abrangente."
40750ins,"Parafraseie esta frase: \""Elétrons orbitam o núcleo de um átomo.\"""
40766ins,"Reescreva esta frase de forma mais concisa: \n\""Estou cansado depois de trabalhar o dia todo.\"""
40767ins,"Categorize esta frase de acordo com suas partes do discurso:\n\""A maçã está azeda.\"""
40768ins,"Edite esta frase para torná-la mais direta:\n\""Você pode me ajudar com algo?\"""
40769ins,Explique o termo “polarização” conforme se aplica à política.
40770ins,"Crie uma linha do tempo dos principais eventos do romance \""O Grande Gatsby\""."
40771ins,"Descreva o cenário do romance \""Orgulho e Preconceito\""."
40915ins,"Identifique o tipo da seguinte frase: \""O gato saiu correndo pela porta\""."
40918ins,"Reescreva a frase \""Sim, eu gosto\"" de uma forma mais formal."
41003ins,"Explique o que é uma \""experiência de pagamento sem atrito\""."
41007ins,Explique o significado da seguinte expressão idiomática: Concordar completamente.
41008ins,"Reescreva a seguinte frase para incluir uma vírgula:\n\""O professor escreveu uma redação sobre o cachorro"
42091ins,"Escreva uma frase usando a forma de \""cláusula restritiva\"""
42115ins,"Crie uma piada cuja piada envolva a frase \""um pedaço de sabão\""."
42180ins,"Categorize as palavras \""cachorro\"", \""gato\"" e \""computador\"""
42181ins,"Edite o texto \""O pescoço da girafa tem sete pés de comprimento\"""
42182ins,"Reescreva a frase \""Eu corro todos os dias\"" no passado"
42184ins,"Crie uma história baseada no tópico \""um dia na praia\""."
42193ins,"Crie uma história criativa baseada no tópico \""uma aventura em uma cidade litorânea\""."
42408ins,"Selecione a palavra que melhor descreve a frase \""diferente\"""
42905ins,"Encontre uma expressão popular para \""Não entendo?\"""
44548ins,"Diga-me o que significa a expressão \""sem origem ou causa\""?"
44568ins,"Escreva um breve resumo do tópico \""engenharia genética\"""
44598ins,"Escreva uma consulta para retornar todas as linhas de uma tabela MySQL chamada \""Itens\"", onde a coluna \""categoria\"" é \""roupas\"" e a coluna \""cor\"" é \""vermelho\"" ou \""branco\""."
44603ins,"Escolha um elemento aleatório da seguinte matriz \""[Maçã, Pêra, Cereja, Melão]\"""
44616ins,"Expresse o seguinte \""Ele está a caminho\"" usando uma metáfora"
44632ins,"Qual é o significado da frase \""Aquele que tem defeitos próprios não deve criticar os defeitos dos outros\""?"
44670ins,"Edite a frase a seguir para torná-la mais concisa: \n\""Não podemos fazer o que é necessário devido aos recursos limitados que temos.\"""
44688ins,"Avalie a seguinte afirmação: \""O oceano é um recurso renovável\"""
44692ins,"Encontre um título de música que rime com \""moon\"""
44697ins,Quem é o autor de O Apanhador no Campo de Centeio?
44702ins,Substitua todas as ocorrências da palavra “gato” por “cachorro”.
44704ins,"Gere um novo poema haicai com base nas palavras-chave \""piscina\"" e \""onda\"""
44722ins,Corrija a seguinte frase: Ele mudou de ideia rapidamente.
44723ins,"Expanda a seguinte frase: \""Robert é tímido\""."
44724ins,Transforme a frase a seguir em interrogativo e adicione um ponto de interrogação apropriado: Ele viajou de avião.
44725ins,Converta as seguintes frases para voz passiva: Ela criou este documento.
44726ins,Reescreva a frase a seguir usando o grau comparativo: Meu irmão é alto.
44728ins,"Resuma a ideia principal da passagem:\n\n\""A eleição de Joe Biden como o 46º presidente dos Estados Unidos marcou um momento significativo na história americana. Esta vitória monumental trouxe uma sensação de alívio a uma nação que passou por imensa turbulência e ansiedade ao longo dos últimos anos. Também prometeu uma restauração de laços diplomáticos, justiça racial e um compromisso renovado com a diversidade e inclusão que estava severamente ausente antes.\"""
44729ins,Identifique o tipo de verbo na frase abaixo: Eles falarão amanhã.
44752ins,"Traduza o seguinte do inglês para o espanhol: \""Eu sou um estudante.\"""
44754ins,"Complete a seguinte frase: \""Ontem estava chovendo, então coloquei meu ____.\"""
44757ins,"Reescreva esta frase usando uma gramática melhor: \""Eu não sabia o que fazer\"""
44773ins,"Escreva um resumo de 2 frases sobre o romance \""Orgulho e Preconceito\""."
44776ins,"Gere cinco palavras do vocabulário em inglês associadas à cor \""vermelho\""."
44777ins,Explique o conceito de “rigor mortis”.
44781ins,"Encontre dois sinônimos para o termo \""astuto\"""
44808ins,"Sugira uma palavra para substituir \""estúpido\"""
44809ins,"Dada a string “palavra-chave_1 palavra-chave_2 palavra-chave_3”, imprima somente a primeira palavra."
44810ins,Formate a frase a seguir para que ela comece com uma letra maiúscula e termine com um ponto.\\n\\nmeu nome é gary
44812ins,"Reescreva a frase a seguir com melhor gramática e sem usar a palavra \""very\"".\\n\\nMinha comida favorita é extremamente saborosa."
44815ins,Edite a frase a seguir para que fique mais concisa e gramaticalmente correta.\\n\\nEu sou professor e gosto de ensinar
44818ins,Classifique a seguinte frase como positiva ou negativa.\\n\\nEla é uma influência negativa.
44829ins,"Edite a frase a seguir para incluir o termo \""big data\""."
44848ins,"Dê um exemplo da palavra \""prevalente\"" relacionado ao trabalho."
45499ins,"Qual é o significado de \""aprendizagem autoguiada\""?"
45519ins,"Escreva um tweet resumindo o artigo de pesquisa \""O impacto das mudanças climáticas nos padrões de migração das aves do Ártico\""."
45520ins,"Selecione a melhor opção para um título que expresse o propósito do artigo de pesquisa \""Como nossa identidade social impacta nosso sistema de valores\""."
45521ins,"Parafraseie a frase \""Esta técnica simples resultou em economia de tempo e recursos\""."
45522ins,"Crie um trocadilho criativo e inteligente envolvendo a frase \""bacon e ovos\""."
45523ins,"Crie um trava-língua contendo as palavras \""China\"" e \""pepino\""."
45527ins,"Resuma as principais descobertas do artigo de pesquisa \""O impacto da tecnologia na educação no século XXI\""."
45531ins,"Divida a frase \""Processamento de Linguagem Natural\""."
45538ins,"Em que ano o filme \""La La Land\"" foi lançado?"
45557ins,"Explique o significado do provérbio \""uma pessoa com habilidades inatas de liderança\""."
45558ins,"Refute a seguinte afirmação: \""O uso de fontes alternativas de energia é um desperdício de dinheiro\""."
46641ins,"O que significa a frase \""destruir completamente\""?"
46905ins,"edite a seguinte frase: \""Ele foi até a livraria para comprar um livro\"""
46944ins,"O que o autor quis dizer quando escreveu \""As ações da pessoa foram mais importantes do que o que ela disse\""?"
46951ins,"Selecione o sinônimo para \""minúsculo\""."
46977ins,Reescreva a seguinte frase no presente:\nEle terá terminado sua lição de casa na hora certa.
46978ins,"Formule uma analogia usando as palavras \""ouvidos\"" e \""pupila\""."
46989ins,"Encontre o diretor de cinema associado ao filme \""A Princesa Prometida\""."
47011ins,"Analise o seguinte texto: \""Ela atravessou a cidade em seu carro\""."
47066ins,"Traduza a frase \\\""Je suis un étudiant\\\"" para o inglês."
47098ins,Quantas combinações possíveis existem para a palavra “SUPER”?.
47101ins,"Classifique a frase \\\""coloque uma tampa nisso\\\"""
47106ins,"Edite esta frase para torná-la mais formal: \\\""Usamos esta máquina para fazer o trabalho\\\"""
47107ins,"Qual é a condição da frase: \\\""Se o céu é azul, está ensolarado\\\""?"
47109ins,"Reescreva esta frase de forma positiva: \\\""Não correspondemos às expectativas\\\"""
47133ins,"Qual elemento da tabela periódica tem o símbolo \\\""Cl\\\""?"
47135ins,"Converta o número \\\""448\\\"" para o sistema de numeração octal."
47205ins,"Identifique dois verbos na seguinte frase: \\\""Ele caminhou rapidamente até a loja.\\\"""
47290ins,Crie uma história que comece com a seguinte frase:\\n\\nEla nunca tinha visto nada parecido antes.
47291ins,Identifique o verbo na frase a seguir.\\n\\nA neve derrete na primavera.
47419ins,"Responda à seguinte pergunta: \""Qual é o fator mais importante para julgar o sucesso de uma startup?\"""
47505ins,"Mude a seguinte frase para o passado: \""John escreveu cartas todos os dias\""."
47507ins,"Reorganize a frase dada: \""Isso não deve levar muito tempo\""."
47900ins,"Crie uma história sobre um robô que comece com a frase \""Robôs sempre tiveram uma admiração pelo poder\""."
47917ins,"Traduza a frase \""Salut tout le monde!\"" para inglês."
47930ins,Edite a frase “Um rei não pode mais testar a coragem de seus cavaleiros desafiando-os para um combate individual” para facilitar a leitura.
47933ins,Mude esta frase para que seu tom seja mais humorístico: “Todos devem se certificar de que estão usando o cinto de segurança.”
47945ins,"Crie uma história aberta com o começo \""eles estavam explorando a floresta escura e profunda\""."
47961ins,"Reescreva a seguinte frase: \""É assim que crescemos\"""
47964ins,Edite a seguinte frase: “Esta foi uma conquista notável para Bob”
47976ins,"Descreva a premissa da série \""The Crown\"" da Netflix em uma frase."
48265ins,"Responda a esta pergunta: \\\""Quais são as vantagens de usar IA na área da saúde?\\\"""
48301ins,"Crie uma descrição de personagem para alguém chamada \\\""Trina\\\"""
48546ins,"Escreva um código Javascript funcional para imprimir a string \""Hello World\"" no console."
48581ins,"Crie uma metáfora para \""uma grande quantidade de tarefas\"""
48600ins,"Dê-me a citação e o autor da frase \""Quanto mais aprendo, mais percebo o quanto não sei\""."
48683ins,"Adicione a pontuação correta à frase: \""Eu disse quando podemos ir"
48727ins,"Traduza a frase \""le roi est mort\"" para o inglês."
48890ins,"Fale-me sobre o conceito de \""competição cooperativa\""."
48891ins,"Avalie a seguinte afirmação: \""O dinheiro é a chave para a felicidade\""."
48988ins,"Defina o termo \""conselho corporativo\""."
49090ins,"Gere uma história com o título  \""O Gato Perdido\""."
49729ins,"Crie uma frase que rime para \""corrida espacial\"""
49730ins,"Crie uma metáfora equivalente para \""viva a vida ao máximo\"""
49733ins,"Dê 3 adjetivos para a palavra \""cachorro\"""
49758ins,"Crie um poema acróstico sobre \""crença\""."
49765ins,"Crie um haicai com as seguintes palavras:\n\""montanha\"", \""nuvens\"", \""neve\"""
49767ins,"Organize as seguintes palavras para formar uma frase válida:\n\n\""carregado, ele, alegremente, balões\"""
49768ins,"Classifique a seguinte frase de acordo com seu propósito:\n\n\""Você tem alguma pergunta?\"""
49771ins,"Identifique o tipo de conjunção usada na seguinte frase:\n\n\""Ele não podia nadar e pescar ao mesmo tempo.\"""
49772ins,"Crie uma metáfora usando as seguintes palavras:\n\n\""insetos\"", \""ocupado\"", \""colmeia\"""
49787ins,Gere uma frase que use a expressão “salto de fé”.
49813ins,"Escreva uma consulta MySQL para selecionar todos os clientes da tabela \""Clientes\"" que nasceram depois de 1990."
49862ins,"Traduzir \""Olá meu amigo\"" para o alemão."
49871ins,"Encontre uma definição adequada para o termo \""computação quântica\""."
49889ins,"Traduza a frase \""minha cor favorita é azul\"" para o francês."
49901ins,"Gere uma analogia para a frase \""um plano ou sonho irrealizável\"""
50031ins,"Explique o conceito de \""experiência de pico\"""
50060ins,"Gere frases de exemplo para a frase: \""nunca desista\""."
50078ins,"Mude esta frase para o tempo futuro: \""Ela pega o trem para o trabalho todos os dias.\"""
50079ins,"Edite esta frase para corrigir o erro de ortografia: \""Não é uma história interessante?\"""
50124ins,"Avalie a seguinte afirmação: \""As escolas devem ser fechadas durante as férias de verão\""."
50132ins,"Construa uma frase usando as seguintes palavras: \""ciúmes, escola, pular\""."
50142ins,"Gere uma resposta para a seguinte reclamação do cliente: \""Não estou satisfeito com a qualidade do seu produto e ele não é como anunciado\""."
50167ins,"Gere uma pergunta que pode ser feita para explorar o tópico \""eventos atuais na China\""."
50168ins,Gere um prompt de escrita criativa relacionado ao tópico “montanha”.
50437ins,"Dê-me cinco exemplos para a palavra \\\""justiça\\\""."
50448ins,"Identifique o tipo de linguagem figurativa usada nesta frase: \\\""Eu estava com muita fome, mas não comeria um cavalo.\\\"""
50452ins,"Reescreva esta frase na voz ativa: \\\""O teste foi feito por Emily ontem\\\"""
50494ins,Indique as formas comparativas e superlativas da palavra “beautiful”.
50522ins,"Reformule esta frase: \\\""O cachorro latiu alto\\\"""
50524ins,"Classifique as palavras \\\""feliz\\\"", \\\""jovial\\\"" e \\\""alegre\\\"""
50526ins,"Parafraseie esta frase: \\\""Hoje, a nova política foi lançada\\\"""
50530ins,"Crie uma situação do mundo real com as palavras \\\""torta\\\"", \\\""caderno\\\"" e \\\""centavo\\\"""
50533ins,"Escolha o melhor sinônimo para \\\""abundante\\\""."
50591ins,"Classifique o filme \""O Lobo de Wall Street\"" como uma comédia ou drama."
50599ins,"Reformule a frase a seguir para que tenha o mesmo significado: \""Era um erro pensar que o projeto seria concluído no prazo.\"""
50600ins,"Parafraseie a seguinte frase: \""Este projeto é muito complicado para eu gerenciar.\"""
50602ins,"Edite a frase a seguir para torná-la mais concisa:\n\n\""Faremos mudanças para nos ajustar a esses tempos incertos\"""
50606ins,"Reformule a frase a seguir para que tenha o mesmo significado: \""A receita passou por várias modificações desde que foi publicada pela primeira vez.\"""
50607ins,"Classifique a seguinte frase como declarativa, interrogativa, imperativa ou exclamativa:\n\n\""Qual é o pico mais alto do mundo?\"""
50643ins,"Escreva um resumo do romance \""1984\"" de George Orwell."
50645ins,"escreva uma definição adequada para crianças para o termo \""realidade aumentada\""."
50661ins,"Em \""O Senhor dos Anéis\"", qual é o nome da espada de Bilbo?"
50668ins,"Defina o conceito de \""aprendizado de máquina\"" em uma frase."
51054ins,"Organize as palavras “jornalismo, política e direito” em ordem alfabética."
51071ins,"Escreva uma frase que complete a frase \\\""Estou ansioso por...."
51076ins,Analise a frase “Considerando que todos nós somos seres humanos”
51127ins,Reorganize as seguintes palavras para formar uma frase significativa: \\nos candidatos são os melhores quem
51146ins,"Quais são as diferenças entre os termos \\\""agente\\\"" e \\\""organização\\\""?"
51768ins,"Mude a seguinte frase da primeira para a segunda pessoa: \""Tenho medo do desconhecido.\"""
51771ins,"Reformule a frase a seguir para que tenha o mesmo significado: \""Ele foi o único a fazer isso\""."
51788ins,"A frase \""Estou indo à loja para comprar mantimentos\"" está gramaticalmente correta?"
51793ins,"Crie um enigma que possa ser resolvido pela resposta \""querida\""."
51810ins,Classifique esta frase: O mundo dos computadores é fascinante
51816ins,"Crie uma história que termine com a frase \""O final da história\""."
51818ins,"Escreva uma frase usando as seguintes expressões: \""o porteiro\"", \""forças do mal\"" e \""ultrapassado\""."
51870ins,"Quais são os dois sinônimos para a palavra \""furioso\""?"
51874ins,"Por que a frase \""ser criativo\"" às vezes é usada?"
1053inp,"\""O uso do aprendizado de máquina em serviços de saúde\"""
1097inp,“A Noite Estrelada” de Vincent van Gogh
2545inp,"\""O Caminho Não Percorrido\"" de Robert Frost"
2550inp,"\""O Apanhador no Campo de Centeio\"" de J.D. Salinger e \""O Grande Gatsby\"" de F. Scott Fitzgerald"
2551inp,"\""A tecnologia vestível pode ajudar a combater a solidão?\"""
2664inp,"\""Não concordo com sua ideia.\"""
2834inp,Cor
2901inp,"\\\""Nós só queremos uma vida boa\nNão, não vamos nos comprometer\\\"""
2993inp,"\\\""Caro cliente, tenho orgulho de lhe oferecer um produto que tenho certeza de que você irá gostar muito.\\\"""
5781inp,"\""126\"""
6302inp,2 pés
6899inp,Git
7595inp,"“A vida não é um problema a ser resolvido, mas uma realidade a ser vivenciada.”"
7721inp,"{\\n\\""maçã\\"": 2,\\n\\""laranja\\"": 3\\n}"
8510inp,"\""The Odyssey\"", um drama de rádio original de 1947, é uma reinterpretação moderna do épico clássico de Homero. Ambientado na cidade de São Francisco, o drama segue a história de um marinheiro chamado Odisseu e sua jornada de volta para casa após a Guerra de Troia. Apresentando Elmer Davis como Odisseu, Burgess Meredith como Poseidon e Hans Conried como Hermes, \""The Odyssey\"" é uma adaptação fiel da história de Homero contada com emoção e arte."
8769inp,Tatu
10953inp,o chá
11328inp,Ema
11381inp,"\\\""Tive uma experiência muito boa neste restaurante.\\\"""
13119inp,"\\\""Fox on the Run\\\"" de Sweet e \\\""Brain Stew\\\"" de Green Day"
13657inp,Bem
14275inp,XIV
15279inp,"\\\""As melhores e mais belas coisas do mundo não podem ser vistas ou mesmo tocadas - elas devem ser sentidas com o coração.\\\"" - Helen Keller"
15327inp,"\\\""O aumento das temperaturas globais pode levar a padrões climáticos mais extremos\\\"""
15365inp,"\\\""Ela pensou que seria uma decisão acertada comprar um sofá novo, mas não tinha certeza se seria uma decisão sensata.\\\"""
15386inp,"\\\""Meu ser é um barco encantado,\\nQue, como um cisne adormecido, flutua\\nSobre as ondas prateadas da tristeza;\\nE da sinfonia do amor\\nMeu espírito essas águas escuras remam\\nPara alcançar aquela costa sagrada\\nOnde a paz e o descanso fluem eternamente\\\"""
15463inp,"\\\""Siamo tutti nella stessa barca.\\\"""
15469inp,"\\\""O mundo nos cerca; tarde e cedo,\\nObtendo e gastando, desperdiçamos nossos poderes\\\"""
15489inp,"\\\""Se ele for eleito, os impostos vão aumentar muito! Ele não é confiável.\\\"""
15812inp,Foi muito bom!
16349inp,"\""Todos os dias eu ____ para o trabalho.\"""
17065inp,Avó
17419inp,“Devemos agir agora e trabalhar em direção a um futuro mais limpo e verde. Não podemos mais nos dar ao luxo de ser complacentes e ignorar os danos de nossas ações neste planeta. Devemos assumir a responsabilidade e lutar por um mundo mais saudável e sustentável.”
17423inp,"\\""Devemos nos posicionar contra a pobreza e tomar medidas para melhorar a vida dos necessitados.\\"""
17431inp,"\\""Estamos animados em anunciar o lançamento do nosso novo produto. Ele foi projetado para mudar completamente o mercado de uma forma que nenhum outro produto fez antes.\\"""
17629inp,Que
18946inp,Voo
18987inp,0xAF
19433inp,Roda
19561inp,Pug
19671inp,Olá.
20131inp,"\""O maior erro que você pode cometer na vida é ter medo contínuo de cometer um.\"""
21103inp,Ela
23034inp,"\""O gato é preto e branco\"""
23119inp,"\""O vão da ponte era resistente.\"", Exibição de vocabulário: sólido, duradouro, impermeável"
23352inp,"\""O cheiro da rosa é muito bom e bonito / Ela floresce de forma bonita sob o céu azul.\"""
23448inp,Ler
23556inp,"Olá,"
23580inp,"\""Olá, como vai?\"""
23650inp,"\""Hey Jude - Beatles, \""Smooth - Santana, \""Hotel California - Eagles, \""What's Up - 4 Non Blondes, \""Piano Man - Billy Joel, \""Santeria - Sublime"
24624inp,Olá
25072inp,"\""Nós vamos, nós vamos balançar você\"""
25209inp,Oi
25933inp,"[\""Olá Mundo!\"", \""Bom Dia!\"", \""Boa Noite!\""]"
27396inp,É vs. É
28503inp,"\""123456\"""
28505inp,"\""O time de basquete masculino está jogando o campeonato hoje à noite\"""
28508inp,Vôo
28643inp,"\""Je suis française\"""
28674inp,Vamos voar
28715inp,"\""The Road Not Taken\"" de Robert Frost\n\nDuas estradas divergiam em uma floresta amarela, \nE lamento não poder viajar por ambas \nE ser um viajante, fiquei muito tempo \nE olhei para uma delas o mais longe que pude"
29151inp,"Olá _______,"
29333inp,"\""Ei, acabei de te conhecer\nE isso é loucura\nMas aqui está meu número\nEntão me ligue, talvez\"""
29424inp,"\""Beautiful Crazy\"" de Luke Combs."
29431inp,Coco
29804inp,"\""O filme que vi ontem não foi o que eu esperava, foi ruim.\"""
29851inp,"\""amorfo\"""
29868inp,"\""Eu vi muitos pássaros.\"" \""Algumas pessoas estavam passeando com seus cachorros.\"""
29883inp,"\""Noite Estrelada Sobre o Ródano\"" de Vincent van Gogh"
30228inp,"\""Forma de Você\"""
31654inp,"\""Narcisos William Wordsworth"
31820inp,2kg
32008inp,SUV
32010inp,Rios
32462inp,https://www.vox.com/2015/7/16/8962643/Gender-neutral-pronouns
33597inp,"\""Bad Guy\"" de Billie Eilish"
35286inp,"\""Uma paz que parece estranhamente calma esta manhã traz consigo\"""
35297inp,"\""Eu ri até não conseguir mais respirar.\"""
35366inp,"\""Todas as mulheres são ruins em matemática.\"""
35506inp,"\""O governo é uma organização incompetente. Ele não consegue nem lidar com as tarefas mais simples. Então, definitivamente não consegue administrar uma pandemia como o coronavírus.\"""
35606inp,"[3, 4, <nenhuma entrada>]"
37081inp,deles
39965inp,"\""Criatividade é a chave para o sucesso em qualquer empreendimento. Se você puder ter ideias originais e inovadoras, será capaz de encontrar soluções para qualquer problema que surgir em seu caminho.\"""
39967inp,"\""Algo leve e delicado, Que pousa na alma\"""
39979inp,"\""É hora de dizer adeus ao algo que era comum.\"""
40117inp,"[\""cachorro\"", \""gato\"", \""pássaro\""], [\""hamster\"", \""coelho\"", \""cavalo\""]"
40357inp,Olá
40550inp,Ler
40612inp,Olá!
40636inp,"\""Parando na floresta em uma noite de neve\"" por Robert Frost"
40819inp,"\""A vida não é sobre encontrar a si mesmo, é sobre criar a si mesmo.\"""
41464inp,"{\\\"""
42423inp,"“É melhor ter amado e perdido, do que nunca ter amado.”"
42539inp,"\\\""O que você pode fazer quando o mundo está em uma situação de crise\\\"""
42874inp,4!
43273inp,Meu
43707inp,"\""O amor é ________ e _________.\"""
43896inp,"\""Sou da opinião de que é importante considerar as consequências de qualquer decisão que esteja sendo tomada.\"""
43898inp,"\""Ele estava correndo há dez minutos\"""
43922inp,"\""Bohemian Rhapsody\"", do Queen"
44008inp,"\""A vida não é sobre encontrar a si mesmo. A vida é sobre criar a si mesmo.\"""
44054inp,"\""O céu está acima.\"""
45344inp,Bom
45736inp,Robô
45762inp,Cães
46665inp,Lar
46778inp,"\""Foi um ótimo jantar. Vamos fazer isso de novo algum dia!\"""
48432inp,π
49453inp,SOS
50710inp,Vai
51016inp,Vivaz
51255inp,"\""Crescimento é doloroso. Mudança é dolorosa. Mas, nada é tão doloroso quanto ficar preso em algum lugar que você não pertence.\"""
51886inp,Ovos
51893inp,Aço
1222out,"\""A violência armada está fora de controle: uma análise das taxas de mortalidade por armas de fogo nos EUA\"""
1241out,"\""Narcisos\"" de William Wordsworth.\n\nEu estava sozinho como uma nuvem\nQue flutua no alto sobre vales e colinas,\nQuando de repente eu vi uma multidão,\nUma hoste, de narcisos dourados;\nAo lado do lago, sob as árvores,\nVoando e dançando na brisa."
1323out,Cães.
1878out,"\""A gigante inovadora: uma análise da Apple Inc.\"""
1895out,"1. \""As pessoas apaixonadas não percebem as falhas de seus amados.\""\n2. \""Tudo vale no amor e na guerra.\""\n3. \""O amor é um campo de batalha.\""\n4. \""O amor é tudo o que você precisa.\""\n5. \""O amor conquista tudo.\"""
2000out,"Um \""deserto alimentar\"" é uma área com pouco ou nenhum acesso a opções de alimentos saudáveis e acessíveis. É tipicamente uma área urbana com uma combinação de alta pobreza e poucos supermercados ou outras fontes de alimentos saudáveis. Desertos alimentares levam a uma série de problemas de saúde, como obesidade, diabetes e desnutrição devido à falta de acesso a alimentos frescos e nutritivos."
2029out,"\""Seja ecológico com nossas sacolas reutilizáveis e ecológicas!\"""
2036out,"\""A magia da narrativa: como atrair a atenção do seu público e levá-lo em uma jornada\"""
2441out,"\""Esperando um Milagre: Uma Canção sobre Amor Não Correspondido\""."
2458out,"O autor do romance \""White Fang\"" é Jack London."
2492out,^s.*
2510out,40%
2714out,até.
2732out,"\\\""Gratidão Graciosa\\\"""
2834out,Cor
3041out,"\""Fazendo a diversidade valer a pena - com o poder do treinamento de inclusão.\"""
3088out,"\\\""para manter a paz e a segurança internacionais\\\"""
3161out,"\""Likely\"" é usado para expressar a probabilidade mais alta de que algo ocorrerá ou será verdade. É mais certo do que \""provavelmente\"". Por outro lado, \""provavelmente\"" é usado para expressar uma probabilidade menor de que algo ocorrerá ou será verdade. É menos certo do que \""provável\""."
3163out,"O autor de \""Alice no País das Maravilhas\"" é Lewis Carroll."
3167out,"\""população da China\"""
3413out,pio
3619out,XLI
3895out,JAS
4101out,"O protagonista de 'To Kill a Mockingbird' é Atticus Finch, um advogado da pequena cidade de Maycomb, Alabama. Atticus é um homem sábio e nobre, e é tido em alta estima em sua comunidade. Ele é um defensor da justiça e da moralidade, e um defensor dos acusados. Ele também é um pai amoroso que é firme, mas justo com seus dois filhos, Jem e Scout."
4109out,"\""Deixar ir para encontrar direção: uma história de reflexão pessoal\"""
4772out,"\""Suprema Corte rejeita contestação eleitoral de Trump em votação significativa de 7-2.\"""
5174out,Hent
5458out,em
5549out,45%
5573out,"A ideia principal de \""Parando na Floresta em uma Noite de Neve\"", de Robert Frost, é que, embora o mundo possa ser confuso e sem luz, há beleza e paz a serem encontradas em momentos de solidão."
5583out,"O elenco principal de \""The Maze Runner\"" inclui Dylan O'Brien, Thomas Brodie-Sangster, Will Poulter, Kaya Scodelario, Ki Hong Lee e Patricia Clarkson. Outras celebridades no filme incluem Dexter Darden, Aml Ameen, Jacob Latimore, Saleh Bakri, Cassandra Connors, Nathalie Emmanuel e Mahershala Ali."
5595out,"\""10 dicas para economizar dinheiro na sua ida ao supermercado!\"""
5642out,"\""Fazendo uma pausa: por que você precisa reservar um tempo para si mesmo\"""
